Relation type to GLP-1 RA,Entity type,,,,Nodes (Entity type)
IMPROVES, Body Weight,,,,
IMPROVES, Blood Sugars,,,,
IMPROVES, Normal Bowel Function,,,,
IMPROVES, Health,,,,
IMPROVES, Ozempic,,,,
IMPROVES, Normal Bowel Function,,,,
IMPROVES, Normal Bowel Function,,,,
IMPROVES, Normal Bowel Function,,,,
IMPROVES, Normal Bowel Function,,,,
IMPROVES, Health,,,,
In Clinic,PRESCRIBED,,,,
In Clinic,PRESCRIBED,,,,
IN_RELATIONSHIP, Significant_Other,,,,
IN_RELATIONSHIP, Significant_Other,,,,
IN_VOLUNTARY_ACTION, 1_Mg_Dose,,,,
IN_VOLUNTARY_ACTION, 1_Mg_Dose,,,,
INCLUDES, Nausea,,,,
INCLUDES, Vomiting,,,,
INCLUDES, Constipation,,,,
INCLUDES, Extreme Fatigue,,,,
INCLUDES, Dizziness,,,,
INCLUDES, Brain Fog,,,,
INCLUDES, Passing Out,,,,
INCLUDES, Tummy Gurgle,,,,
INCLUDES, Diet And Exercise,,,,
INCLUDES, Ultrasound,,,,
INCLUDES, Blood_Work,,,,
INCLUDES, Camera Scope,,,,
INCLUDES, Bile Drainage,,,,
INCLUDES, Nausea,,,,
INCLUDES, Vomiting,,,,
INCLUDES, Bloat,,,,
INCLUDES, Burping,,,,
INCLUDES, Truvada,,,,
INCLUDES, Raltegravir,,,,
INCLUDES, Dizziness,,,,
INCLUDES, Anxiety,,,,
INCLUDES, Bloating,,,,
INCLUDES, Burping,,,,
INCLUDES, Tachycardia,,,,
INCLUDES, Lower Back Pain,,,,
INCLUDES, Dystonia,,,,
INCLUDES, Shortness Of Breath,,,,
INCLUDES, Face And Neck Tingling/Numbness,,,,
INCLUDES, High Blood Pressure,,,,
INCLUDES, Glucose Ser/Plasma Interface External,,,,
INCLUDES, Program,,,,
INCLUDES, Ham&Cheese Sandwich,,,,
INCLUDES, Stew,,,,
INCLUDES, Ct_Scan,,,,
INCLUDES, Tests,,,,
INCLUDES, Working_Out,,,,
INCLUDES, Proper_Nutrition,,,,
INCLUDES, Relationship_With_Food,,,,
INCLUDES, Nausea,,,,
INCLUDES, Vomiting,,,,
INCLUDES, Constipation,,,,
INCLUDES, Extreme Fatigue,,,,
INCLUDES, Dizziness,,,,
INCLUDES, Brain Fog,,,,
INCLUDES, Passing Out,,,,
INCLUDES, Tummy Gurgle,,,,
INCLUDES, Diet And Exercise,,,,
INCLUDES, Ultrasound,,,,
INCLUDES, Blood_Work,,,,
INCLUDES, Camera Scope,,,,
INCLUDES, Bile Drainage,,,,
INCLUDES, Nausea,,,,
INCLUDES, Vomiting,,,,
INCLUDES, Bloat,,,,
INCLUDES, Burping,,,,
INCLUDES, Truvada,,,,
INCLUDES, Raltegravir,,,,
INCLUDES, Dizziness,,,,
INCLUDES, Anxiety,,,,
INCLUDES, Bloating,,,,
INCLUDES, Burping,,,,
INCLUDES, Tachycardia,,,,
INCLUDES, Lower Back Pain,,,,
INCLUDES, Dystonia,,,,
INCLUDES, Shortness Of Breath,,,,
INCLUDES, Face And Neck Tingling/Numbness,,,,
INCLUDES, High Blood Pressure,,,,
INCLUDES, Glucose Ser/Plasma Interface External,,,,
INCLUDES, Program,,,,
INCLUDES, Ham&Cheese Sandwich,,,,
INCLUDES, Stew,,,,
INCLUDES, Ct_Scan,,,,
INCLUDES, Tests,,,,
INCLUDES, Working_Out,,,,
INCLUDES, Proper_Nutrition,,,,
INCLUDES, Relationship_With_Food,,,,
INCLUDES_FOOD, Green Bean Casserole,,,,
INCLUDES_FOOD, Sweet Potatoes,,,,
INCLUDES_FOOD, Stuffing,,,,
INCLUDES_FOOD, Gravy,,,,
INCLUDES_FOOD, Pumpkin Pie,,,,
INCLUDES_FOOD, Cranberry Sauce,,,,
INCLUDES_FOOD, Rolls,,,,
INCLUDES_FOOD, Green Bean Casserole,,,,
INCLUDES_FOOD, Sweet Potatoes,,,,
INCLUDES_FOOD, Stuffing,,,,
INCLUDES_FOOD, Gravy,,,,
INCLUDES_FOOD, Pumpkin Pie,,,,
INCLUDES_FOOD, Cranberry Sauce,,,,
INCLUDES_FOOD, Rolls,,,,
INCREASE, Hunger,,,,
INCREASE, Hunger,,,,
INCREASED_DOSE, January,,,,
INCREASED_DOSE, January,,,,
INCREASED_EXERCISE_FREQUENCY,6,,,,
INCREASED_EXERCISE_FREQUENCY,6,,,,
INCREASED_FROM,0.25,,,,
INCREASED_FROM,0.25,,,,
INCREASED_MUSCLE_LOSS,November 2022,,,,
INCREASED_MUSCLE_LOSS,November 2022,,,,
INCREASES, Confidence,,,,
INCREASES, Physical Ability,,,,
INCREASES, Fatigue,,,,
INCREASES, Dose,,,,
INCREASES, Confidence,,,,
INCREASES, Physical Ability,,,,
INCREASES, Fatigue,,,,
INCREASES, Dose,,,,
INCREASES_TO, Dosage_0.50,,,,
INCREASES_TO, Dosage_1Mg,,,,
INCREASES_TO, Dosage_1.7Mg,,,,
INCREASES_TO, Dosage_0.50,,,,
INCREASES_TO, Dosage_1Mg,,,,
INCREASES_TO, Dosage_1.7Mg,,,,
INDICATES, Obesity,,,,
INDICATES, Type 2 Diabetes,,,,
INDICATES, Weightloss,,,,
INDICATES, Hypoglycemia,,,,
INDICATES, Hypothyroidism,,,,
INDICATES, Obesity,,,,
INDICATES, Type 2 Diabetes,,,,
INDICATES, Weightloss,,,,
INDICATES, Hypoglycemia,,,,
INDICATES, Hypothyroidism,,,,
INFLUENCES, Food_Aversion,,,,
INFLUENCES, Conceiving,,,,
INFLUENCES, Snacking,,,,
INFLUENCES, Weight Gain,,,,
INFLUENCES, Better_Habits,,,,
INFLUENCES, Food,,,,
INFLUENCES, Weight_Loss,,,,
INFLUENCES, Food_Aversion,,,,
INFLUENCES, Conceiving,,,,
INFLUENCES, Snacking,,,,
INFLUENCES, Weight Gain,,,,
INFLUENCES, Better_Habits,,,,
INFLUENCES, Food,,,,
INFLUENCES, Weight_Loss,,,,
INFORMS, Ozempic,,,,
INFORMS, Ozempic,,,,
INFORMS_ABOUT, Ozempic,,,,
INFORMS_ABOUT, Ozempic,,,,
INITIAL_DOSAGE,0.25,,,,
INITIAL_DOSAGE,0.25,,,,
INITIAL_EXERCISE_FREQUENCY,2,,,,
INITIAL_EXERCISE_FREQUENCY,2,,,,
INITIATED, July,,,,
INITIATED, July,,,,
INJECTED_IN, Thigh,,,,
INJECTED_IN, Left Thigh,,,,
INJECTED_IN, Thigh,,,,
INJECTED_IN, Left Thigh,,,,
INJECTION, Victoza,,,,
INJECTION, Victoza,,,,
INJECTS, Ozempic,,,,
INJECTS, Ozempic,,,,
INQUIRES_ABOUT, Fatigue,,,,
INQUIRES_ABOUT, Depression,,,,
INQUIRES_ABOUT, Fatigue,,,,
INQUIRES_ABOUT, Depression,,,,
INTERACTION, Adhd,,,,
INTERACTION, Ozempic,,,,
INTERACTION, Adhd,,,,
INTERACTION, Ozempic,,,,
INTERRUPTED_BY, Shortages,,,,
INTERRUPTED_BY, Shortages,,,,
INVOLVED, Amazon Pharmacy,,,,
INVOLVED, Optumrx,,,,
INVOLVED, Amazon Pharmacy,,,,
INVOLVED, Optumrx,,,,
INVOLVED_IN, Surgery,,,,
INVOLVED_IN, Surgery,,,,
INVOLVED_IN, Surgery,,,,
INVOLVED_IN, Surgery,,,,
IS, Illness,,,,
IS, Height,,,,
IS, Age,,,,
IS, Md,,,,
IS, 1Mg,,,,
IS, Ozempic,,,,
IS, Qmhp,,,,
IS, Illness,,,,
IS, Height,,,,
IS, Age,,,,
IS, Md,,,,
IS, 1Mg,,,,
IS, Ozempic,,,,
IS, Qmhp,,,,
IS_A, Weight Loss,,,,
IS_A, Weight Loss,,,,
IS_ACTIVE_INGREDIENT, Wegovy,,,,
IS_ACTIVE_INGREDIENT, Wegovy,,,,
IS_AFFECTED_BY, 0.5_Dose,,,,
IS_AFFECTED_BY, 0.5_Dose,,,,
IS_AFTER, 2_Week_Break,,,,
IS_AFTER, 2_Week_Break,,,,
IS_DESIRED_BEFORE, Vegas_Trip,,,,
IS_DESIRED_BEFORE, Vegas_Trip,,,,
IS_FORMULATION_OF, Liraglutide,,,,
IS_FORMULATION_OF, Liraglutide,,,,
IS_HELPFUL, Helpfulness,,,,
IS_HELPFUL, Helpfulness,,,,
IS_IN_WEEK, Ozempic,,,,
IS_IN_WEEK, Ozempic,,,,
IS_TYPE_OF, Inflatable Balloon,,,,
IS_TYPE_OF, Inflatable Balloon,,,,
JOINS, Marines,,,,
JOINS, Marines,,,,
JUMPS_TO,0.25,,,,
JUMPS_TO,0.25,,,,
LAST_DAY, 7Th Day After Surgery,,,,
LAST_DAY, 7Th Day After Surgery,,,,
LAST_DAY, 7Th Day After Surgery,,,,
LAST_DAY, 7Th Day After Surgery,,,,
LAST_DOSE, 2_Weeks,,,,
LAST_DOSE, O,,,,
LAST_DOSE, 10 Weeks,,,,
LAST_DOSE, 2_Weeks,,,,
LAST_DOSE, O,,,,
LAST_DOSE, 10 Weeks,,,,
LAST_DOSE_OF, Ozempic,,,,
LAST_DOSE_OF, Ozempic,,,,
LAST_LOST_WEIGHT,2014,,,,
LAST_LOST_WEIGHT,2014,,,,
LAST_MEASUREMENT,December 12,,,,
LAST_MEASUREMENT,December 12,,,,
LAST_SEEN,2020,,,,
LAST_SEEN,2020,,,,
LAST_SHOT, July 26Th,,,,
LAST_SHOT, July 26Th,,,,
LAST_SHOT_TAKEN_ON, Wednesday,,,,
LAST_SHOT_TAKEN_ON, Wednesday,,,,
LASTS, Numbness,,,,
LASTS, Itchiness,,,,
LASTS, Tingling,,,,
LASTS, Numbness,,,,
LASTS, Itchiness,,,,
LASTS, Tingling,,,,
LEAD_TO, Er,,,,
LEAD_TO, Er,,,,
LEADS_TO, Memory Improvement,,,,
LEADS_TO, Mood Improvement,,,,
LEADS_TO, Urgent Care,,,,
LEADS_TO, Portion Sizes,,,,
LEADS_TO, Diet,,,,
LEADS_TO, Urgent Care,,,,
LEADS_TO, Regrowth,,,,
LEADS_TO, Memory Improvement,,,,
LEADS_TO, Mood Improvement,,,,
LEADS_TO, Urgent Care,,,,
LEADS_TO, Portion Sizes,,,,
LEADS_TO, Diet,,,,
LEADS_TO, Urgent Care,,,,
LEADS_TO, Regrowth,,,,
LEANING_TOWARDS, Ozempic,,,,
LEANING_TOWARDS, Qysmia,,,,
LEANING_TOWARDS, Ozempic,,,,
LEANING_TOWARDS, Qysmia,,,,
LEARNED_FROM, Portion_Control,,,,
LEARNED_FROM, Portion_Control,,,,
LED_TO, Er_Visit,,,,
LED_TO, Er_Visit,,,,
LED_TO_VISIT, Er,,,,
LED_TO_VISIT, Er,,,,
LEFT, Obese Category,,,,
LEFT, Obese Category,,,,
LIFE_CONCERN, Life Or Death,,,,
LIFE_CONCERN, Life Or Death,,,,
LIMITATION, 6_Weeks,,,,
LIMITATION, 6_Weeks,,,,
LIMITED, 38 Pounds,,,,
LIMITED, 38 Pounds,,,,
LIMITED_BY, Financial_Constraints,,,,
LIMITED_BY, Financial_Constraints,,,,
LIMITED_CONSUMPTION, Chocolate,,,,
LIMITED_CONSUMPTION, Chocolate,,,,
LIMITS, Meal,,,,
LIMITS, Meal,,,,
LINKED_TO, Water,,,,
LINKED_TO, Water,,,,
LINKED_TO, Water,,,,
LINKED_TO, Toe Cramps,,,,
LINKED_TO, Foot Cramps,,,,
LINKED_TO, Calf Cramps,,,,
LINKED_TO, Water,,,,
LINKED_TO, Water,,,,
LINKED_TO, Water,,,,
LINKED_TO, Toe Cramps,,,,
LINKED_TO, Foot Cramps,,,,
LINKED_TO, Calf Cramps,,,,
LINKS_TO, Appendicitis,,,,
LINKS_TO, Appendicitis,,,,
LIVES_IN, 27F,,,,
LIVES_IN, 27F,,,,
LIVES_WITH, Partner,,,,
LIVES_WITH, Partner,,,,
LOCATED_IN, Sunlife Insurance,,,,
LOCATED_IN, Netherlands,,,,
LOCATED_IN, Umbilical Region,,,,
LOCATED_IN, Epigastric Region,,,,
LOCATED_IN, Inner Elbow,,,,
LOCATED_IN, Fort Myers,,,,
LOCATED_IN, Sunlife Insurance,,,,
LOCATED_IN, Netherlands,,,,
LOCATED_IN, Umbilical Region,,,,
LOCATED_IN, Epigastric Region,,,,
LOCATED_IN, Inner Elbow,,,,
LOCATED_IN, Fort Myers,,,,
LOCATED_NEAR, Toilet,,,,
LOCATED_NEAR, Toilet,,,,
LOCATION, Weight Maintenance,,,,
LOCATION, Weight Maintenance,,,,
LOOKING_FORWARD_TO, Trip To California,,,,
LOOKING_FORWARD_TO, Trip To California,,,,
LOSS, Weight,,,,
LOSS, 60Lbs,,,,
LOSS, Weight,,,,
LOSS, 60Lbs,,,,
LOST, Weightloss,,,,
LOST, 47Lbs,,,,
LOST, 100 Pounds,,,,
LOST, Weightloss,,,,
LOST, 47Lbs,,,,
LOST, 100 Pounds,,,,
LOST_AFTER, 10 Pounds,,,,
LOST_AFTER, 10 Pounds,,,,
LOST_IN, 10 Months,,,,
LOST_IN, 10 Months,,,,
LOWERED_DOSE,1,,,,
LOWERED_DOSE,1,,,,
LOWERED_MEDICATION, Blood Pressure,,,,
LOWERED_MEDICATION, Blood Pressure,,,,
LOWERED_TO,0.5,,,,
LOWERED_TO,1,,,,
LOWERED_TO,2,,,,
LOWERED_TO,1.5,,,,
LOWERED_TO,0.5,,,,
LOWERED_TO,1,,,,
LOWERED_TO,2,,,,
LOWERED_TO,1.5,,,,
LOWEST_WEIGHT,192,,,,
LOWEST_WEIGHT,174,,,,
LOWEST_WEIGHT,192,,,,
LOWEST_WEIGHT,174,,,,
MAINTAINED, Weightloss,,,,
MAINTAINED, Weightloss,,,,
MAINTAINED_FOR, 8 Years,,,,
MAINTAINED_FOR, 8 Years,,,,
MANAGED, Binge Eating,,,,
MANAGED, T2 Diabetes,,,,
MANAGED, Blood Pressure,,,,
MANAGED, High Cholesterol,,,,
MANAGED, Binge Eating,,,,
MANAGED, T2 Diabetes,,,,
MANAGED, Blood Pressure,,,,
MANAGED, High Cholesterol,,,,
MANAGES, Pcos,,,,
MANAGES, Insulin Resistance,,,,
MANAGES, Disordered_Eating,,,,
MANAGES, Anxiety,,,,
MANAGES, Heartburn,,,,
MANAGES, Pcos,,,,
MANAGES, Insulin Resistance,,,,
MANAGES, Disordered_Eating,,,,
MANAGES, Anxiety,,,,
MANAGES, Heartburn,,,,
MANAGING, Insulin Resistance,,,,
MANAGING, Insulin Resistance,,,,
MANIFESTS_AS, Mucus,,,,
MANIFESTS_AS, Bloody Mucus,,,,
MANIFESTS_AS, Mucus,,,,
MANIFESTS_AS, Bloody Mucus,,,,
MARRIED_TO, Husband,,,,
MARRIED_TO, Husband,,,,
MAX_DOSE, 0.75 Mg,,,,
MAX_DOSE, 0.75 Mg,,,,
MAY_HELP_WITH, Leptin Resistance,,,,
MAY_HELP_WITH, Leptin Resistance,,,,
MAY_QUIT_AFTER,0.5,,,,
MAY_QUIT_AFTER,0.5,,,,
MEASURED, A1C,,,,
MEASURED, Blood Pressure,,,,
MEASURED, Fasting Glucose,,,,
MEASURED,2020,,,,
MEASURED, A1C,,,,
MEASURED, Blood Pressure,,,,
MEASURED, Fasting Glucose,,,,
MEASURED,2020,,,,
MEASURED_AS, 7 Lbs,,,,
MEASURED_AS,8.7,,,,
MEASURED_AS,5.7,,,,
MEASURED_AS, 7 Lbs,,,,
MEASURED_AS,8.7,,,,
MEASURED_AS,5.7,,,,
MEASURED_BY,8,,,,
MEASURED_BY,8,,,,
MEASURED_IN, Blood Sugar,,,,
MEASURED_IN, Blood Sugar,,,,
MEETING, Doctor,,,,
MEETING, Doctor,,,,
METHOD, Weight Loss,,,,
METHOD, Diet And Exercise,,,,
METHOD, Weight Loss,,,,
METHOD, Diet And Exercise,,,,
METHOD_FOR, Weight Loss,,,,
METHOD_FOR, Weight Loss,,,,
MISSED_DUE_TO, Vacation,,,,
MISSED_DUE_TO, Vacation,,,,
MODIFICATION, Ozempic,,,,
MODIFICATION, Ozempic,,,,
MODIFIES, Medication,,,,
MODIFIES, Medication,,,,
MONITOR, Egfr,,,,
MONITOR, Egfr,,,,
MONITORED, A1C,,,,
MONITORED, Testosterone Production,,,,
MONITORED, Tlkr Surgery,,,,
MONITORED, Blood Sugar,,,,
MONITORED, Blood Pressure,,,,
MONITORED, Hypoglycemic Incident,,,,
MONITORED, A1C,,,,
STABLE_WITH, Ozempic,,,,
MONITORED, Testosterone Production,,,,
MONITORED, Tlkr Surgery,,,,
MONITORED, Blood Sugar,,,,
MONITORED, Blood Pressure,,,,
MONITORED, Hypoglycemic Incident,,,,
MONITORED_BY, Ecg Results,,,,
MONITORED_BY, Ecg Results,,,,
MONITORED_FOR, Anxiety,,,,
MONITORED_FOR, Anxiety,,,,
MONITORING, Appetite,,,,
MONITORING, Appetite,,,,
MONITORS, Pancreas,,,,
MONITORS, Labs,,,,
MONITORS, Hypoglycemia,,,,
MONITORS, Blood Sugar,,,,
MONITORS, A1C,,,,
MONITORS, Body Weight,,,,
MONITORS, Pancreas,,,,
MONITORS, Labs,,,,
MONITORS, Hypoglycemia,,,,
MONITORS, Blood Sugar,,,,
MONITORS, A1C,,,,
MONITORS, Body Weight,,,,
MOTIVATES, Weight Loss Goal,,,,
MOTIVATES, Weight Loss Goal,,,,
MOTIVATION_FOR, Weight Loss,,,,
MOTIVATION_FOR, Weight Loss,,,,
MUSCLE_GAIN, 7 Lbs,,,,
MUSCLE_GAIN, 7 Lbs,,,,
MUSCLE_GAINED, 6Kg,,,,
MUSCLE_GAINED, 6Kg,,,,
NEAR, Goal_Weight,,,,
NEAR, Weslaco,,,,
NEAR, Mcallen,,,,
NEAR, Supermarket,,,,
NEAR, Goal_Weight,,,,
NEAR, Weslaco,,,,
NEAR, Mcallen,,,,
NEAR, Supermarket,,,,
NEED, Anxiety,,,,
NEED, Anxiety,,,,
NEEDED_FOR, Ozempic,,,,
NEEDED_FOR, Weight Loss,,,,
NEEDED_FOR, Ozempic,,,,
NEEDED_FOR, Weight Loss,,,,
NEEDS, Pre,,,,
NEEDS, Advice,,,,
NEEDS, Support_Group,,,,
NEEDS, Pre,,,,
NEEDS, Advice,,,,
NEEDS, Support_Group,,,,
NEEDS_FOR, Maintenance,,,,
NEEDS_FOR, Maintenance,,,,
NEEDS_HELP_FROM, Licensed Dietitian,,,,
NEEDS_HELP_FROM, Licensed Dietitian,,,,
NEEDS_MONITORING, 0.25 Dosage,,,,
NEEDS_MONITORING, 0.25 Dosage,,,,
NEEDS_TO_LOSE,30,,,,
NEEDS_TO_LOSE,30,,,,
NEGATIVE_EFFECT, Sugar Craving,,,,
NEGATIVE_EFFECT, Sugar Craving,,,,
NEGATIVE_IMPACT, Life Worth Living,,,,
NEGATIVE_IMPACT, Life Worth Living,,,,
NEXT_APPOINTMENT, Doctor,,,,
NEXT_APPOINTMENT, Doctor,,,,
NEXT_GOAL,270,,,,
NEXT_GOAL,270,,,,
NEXT_GOAL_WEIGHT, 275Lbs,,,,
NEXT_GOAL_WEIGHT, 275Lbs,,,,
NO_OPENINGS_UNTIL, February,,,,
NO_OPENINGS_UNTIL, February,,,,
NOT, Diabetic,,,,
NOT, Diabetic,,,,
NOT_APPEALING, Insurance,,,,
NOT_APPEALING, Insurance,,,,
NOT_AS_KEEN_ON_ADVOCACY, Ozempic,,,,
NOT_AS_KEEN_ON_ADVOCACY, Ozempic,,,,
NOT_AVAILABLE, Ozempic,,,,
NOT_AVAILABLE, Ozempic,,,,
NOT_AVAILABLE_IN, Australia,,,,
NOT_AVAILABLE_IN, Australia,,,,
NOT_CAUSING, Hypoglycemia,,,,
NOT_CAUSING, Hypoglycemia,,,,
NOT_CONTRIBUTED_TO, Weight_Loss,,,,
NOT_CONTRIBUTED_TO, Weight_Loss,,,,
NOT_COVERED_BY_INSURANCE, Wegovy,,,,
NOT_COVERED_BY_INSURANCE, Wegovy,,,,
NOT_COVERING, Ozempic,,,,
NOT_COVERING, Ozempic,,,,
NOT_ESCALATED_TO, 1Mg Ozempic,,,,
NOT_ESCALATED_TO, 1Mg Ozempic,,,,
NOT_EXPERIENCED, Nausea,,,,
NOT_EXPERIENCED, Obesity,,,,
NOT_EXPERIENCED, Nausea,,,,
NOT_EXPERIENCED, Obesity,,,,
NOT_HELPFUL_FOR, Adhd,,,,
NOT_HELPFUL_FOR, Adhd,,,,
NOT_INDICATED_FOR, Ozempic,,,,
NOT_INDICATED_FOR, Ozempic,,,,
NOT_LACKING, Ozempic,,,,
NOT_LACKING, Ozempic,,,,
NOT_LACKING, Ozempic,,,,
NOT_LACKING, Ozempic,,,,
NOT_REACTING, Saxenda,,,,
NOT_REACTING, Saxenda,,,,
NOT_REASON_FOR_TREATMENT, Ozempic,,,,
NOT_REASON_FOR_TREATMENT, Ozempic,,,,
NOT_SEEN_UNTIL, March,,,,
NOT_SEEN_UNTIL, March,,,,
NOT_TAKEN, Month And A Half,,,,
NOT_TAKEN, Month And A Half,,,,
NOT_TAKING, Ozempic,,,,
NOT_TAKING, Ozempic,,,,
NOT_WELL_VERSED_ON, Ozempic,,,,
NOT_WELL_VERSED_ON, Ozempic,,,,
NOT_WORKING, Appetite_Suppression,,,,
NOT_WORKING, Appetite_Suppression,,,,
NOTIFIED, Endocrinologist,,,,
NOTIFIED, Endocrinologist,,,,
OCCURRED_AT, Home,,,,
OCCURRED_AT, Home,,,,
OCCURRED_DURING, Bloodpressure,,,,
OCCURRED_DURING, Swollenfeet,,,,
OCCURRED_DURING, Bloodpressure,,,,
OCCURRED_DURING, Swollenfeet,,,,
OCCURRED_IN, March,,,,
OCCURRED_IN, 3 Weeks,,,,
OCCURRED_IN, March,,,,
OCCURRED_IN, 3 Weeks,,,,
OCCURRED_ON, Injection,,,,
OCCURRED_ON,6:30 AM,,,,
OCCURRED_ON, Weight_Loss,,,,
OCCURRED_ON, Injection,,,,
OCCURRED_ON,6:30 AM,,,,
OCCURRED_ON, Weight_Loss,,,,
OCCURRED_OVER, 10 Weeks,,,,
OCCURRED_OVER, 9 Months,,,,
OCCURRED_OVER, 3 Weeks,,,,
OCCURRED_OVER, 10 Weeks,,,,
OCCURRED_OVER, 9 Months,,,,
OCCURRED_OVER, 3 Weeks,,,,
OCCURRING_IN, 3 Weeks,,,,
OCCURRING_IN, 3 Weeks,,,,
OCCURS_IN, Country,,,,
OCCURS_IN, Country,,,,
OFF, Ozempic,,,,
OFF, Ozempic,,,,
OFF, Oz,,,,
OFF, Ozempic,,,,
OFF, Ozempic,,,,
OFF, Oz,,,,
OFF_PERIOD, Oz,,,,
OFF_PERIOD, Oz,,,,
OFFERS, Nausea_Meds,,,,
OFFERS, Nausea_Meds,,,,
OPENED_BEFORE, Surgery,,,,
OPENED_BEFORE, Surgery,,,,
OPENING, Clinic,,,,
OPENING, Clinic,,,,
OPTION, Diet And Exercise,,,,
OPTION, Ozempic,,,,
OPTION, Diet And Exercise,,,,
OPTION, Ozempic,,,,
ORDERED, Oz,,,,
ORDERED, Blood Work,,,,
ORDERED, Stool Tests,,,,
ORDERED, Scope,,,,
ORDERED, Oz,,,,
ORDERED, Blood Work,,,,
ORDERED, Stool Tests,,,,
ORDERED, Scope,,,,
ORDERED_FOR, Ozempic,,,,
ORDERED_FOR, Ozempic,,,,
OUT_UNTIL, February,,,,
OUT_UNTIL, February,,,,
OVER_TIME, 4 Months,,,,
OVER_TIME, 4 Months,,,,
PARENT_OF, Children,,,,
PARENT_OF, Children,,,,
PART_OF, Family,,,,
PART_OF, Day 1,,,,
PART_OF, University,,,,
PART_OF, Holiday,,,,
PART_OF, Amazon,,,,
PART_OF, Canada,,,,
PART_OF, Family,,,,
PART_OF, Day 1,,,,
PART_OF, University,,,,
PART_OF, Holiday,,,,
PART_OF, Amazon,,,,
PART_OF, Canada,,,,
PARTICIPATED_IN, Vacation,,,,
PARTICIPATED_IN, Travel,,,,
PARTICIPATED_IN, Nile Cruise,,,,
PARTICIPATED_IN, Trials,,,,
PARTICIPATED_IN, Holidays,,,,
PARTICIPATED_IN, Figure Competitions,,,,
PARTICIPATED_IN, Er Visit,,,,
PARTICIPATED_IN, Vacation,,,,
PARTICIPATED_IN, Travel,,,,
PARTICIPATED_IN, Nile Cruise,,,,
PARTICIPATED_IN, Trials,,,,
PARTICIPATED_IN, Holidays,,,,
PARTICIPATED_IN, Figure Competitions,,,,
PARTICIPATED_IN, Er Visit,,,,
PARTICIPATES, Husband,,,,
PARTICIPATES, Husband,,,,
PARTICIPATES, Son,,,,
PARTICIPATES, Cruise,,,,
PARTICIPATES, Husband,,,,
PARTICIPATES, Husband,,,,
PARTICIPATES, Son,,,,
PARTICIPATES, Cruise,,,,
PARTICIPATES_IN, Alcohol Consumption,,,,
PARTICIPATES_IN, Kickboard Swimming,,,,
PARTICIPATES_IN, Couch To 5K Program,,,,
PARTICIPATES_IN, Wedding,,,,
PARTICIPATES_IN, Journey,,,,
PARTICIPATES_IN, Grocery_Shopping,,,,
PARTICIPATES_IN, Meal_Preparation,,,,
PARTICIPATES_IN, Wedding,,,,
PARTICIPATES_IN, Weight Loss Program,,,,
PARTICIPATES_IN, Alcohol Consumption,,,,
PARTICIPATES_IN, Kickboard Swimming,,,,
PARTICIPATES_IN, Couch To 5K Program,,,,
PARTICIPATES_IN, Wedding,,,,
PARTICIPATES_IN, Journey,,,,
PARTICIPATES_IN, Grocery_Shopping,,,,
PARTICIPATES_IN, Meal_Preparation,,,,
PARTICIPATES_IN, Wedding,,,,
PARTICIPATES_IN, Weight Loss Program,,,,
PAST_SYMPTOM, Medication,,,,
PAST_SYMPTOM, Medication,,,,
PAUSED, Produce,,,,
PAUSED, Oz,,,,
PAUSED, Produce,,,,
PAUSED, Oz,,,,
PENDING_JOIN, Gym,,,,
PENDING_JOIN, Gym,,,,
PERFORMED, Glycemie Check,,,,
PERFORMED, Glycemie Check,,,,
PERFORMS_ACTIVITY, Lifting Weights,,,,
PERFORMS_ACTIVITY, Lifting Weights,,,,
PHYSICAL_CONDITION, Physical Disability,,,,
PHYSICAL_CONDITION, Physical Disability,,,,
PLANNED_FOR, Break,,,,
PLANNED_FOR, 3 Months,,,,
PLANNED_FOR, Break,,,,
PLANNED_FOR, 3 Months,,,,
PLANNED_INCREASE,0.5,,,,
PLANNED_INCREASE,0.5,,,,
PLANNED_MEASUREMENTS, 14 From 365 To 265,,,,
PLANNED_MEASUREMENTS, 14 From 365 To 265,,,,
PLANNEDAFTER, Breastfeeding,,,,
PLANNEDAFTER, Breastfeeding,,,,
PLANNING, Europe_Trip,,,,
PLANNING, Europe_Trip,,,,
PLANS_TO_APPEAL, Appealprocess,,,,
PLANS_TO_APPEAL, Appealprocess,,,,
POINTS_OUT, Husband,,,,
POINTS_OUT, Husband,,,,
POSITIVE_EFFECT, Oz,,,,
POSITIVE_EFFECT, Oz,,,,
POSITIVE_EFFECT, Oz,,,,
POSITIVE_EFFECT, Oz,,,,
POSSIBLE, Insulin_Resistance,,,,
POSSIBLE, Insulin_Resistance,,,,
POSSIBLE_CAUSE, Stomach_Pains,,,,
POSSIBLE_CAUSE, Stomach_Pains,,,,
POSSIBLE_SIDE_EFFECT, Ozempic,,,,
POSSIBLE_SIDE_EFFECT, Ozempic,,,,
POSSIBLE_SIDE_EFFECT, Ozempic,,,,
POSSIBLE_SIDE_EFFECT, Ozempic,,,,
POSSIBLY_CAUSED, Diarrhea,,,,
POSSIBLY_CAUSED, Diarrhea,,,,
POTENTIAL_CAUSE, Appendicitis,,,,
POTENTIAL_CAUSE, Appendicitis,,,,
POTENTIAL_DOSAGE,0.4,,,,
POTENTIAL_DOSAGE,0.4,,,,
POTENTIALLY_CAUSES, Hypoglycemia,,,,
POTENTIALLY_CAUSES, Heart Palpitations,,,,
